Total_Rides,Start_Station,End_Station,Start_Station_Name,Start_Station_Lat,Start_Station_Lon,Start_Colonia,End_Station_Name,End_Station_Lat,End_Station_Lon,End_Colonia
140,63,84,63 NUEVO LEON- LAREDO,19.413681,-99.171531,Condesa,84 CHILPANCINGO-TLAXCALA,19.407020000000003,-99.16958699999999,Hipodromo
140,27,23,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,23 REFORMA-PRAGA,19.42517,-99.17105,Juarez
140,52,43,52 HIDALGO-TRUJANO,19.436235999999997,-99.142039,Centro,43 JUAREZ-REVILLAGIGEDO,19.435228,-99.146063,Centro
140,145,158,145 EJE 2 SUR YUCATÁN-CHIAPAS,19.412860000000002,-99.160661,Roma Norte,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,19.407447,-99.15571700000001,Roma Sur
139,32,24,32 LONDRES-SEVILLA,19.422705,-99.169922,Juarez,24 REFORMA-VARSOVIA,19.426470000000002,-99.16821999999999,Juarez
139,58,36,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,19.41568,-99.17179300000001,Condesa,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte
138,36,36,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte
138,16,27,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez
138,124,82,124 CLAUDIO BERNARD-DR. LICEAGA,19.422392000000002,-99.150358,Ampliacion Granada,82 INDEPENDENCIA-MARROQUI,19.433115,-99.143686,Centro
138,141,141,141 ZACATECAS-LUIS CABRERA,19.415905,-99.15954,Roma Norte,141 ZACATECAS-LUIS CABRERA,19.415905,-99.15954,Roma Norte
138,148,145,148 COAHUILA-AV.CUAUHTEMOC,19.412829000000002,-99.155116,Roma Norte,145 EJE 2 SUR YUCATÁN-CHIAPAS,19.412860000000002,-99.160661,Roma Norte
138,134,134,134 ÁLVARO OBREGÓN-ORIZABA,19.418304,-99.15956,Roma Norte,134 ÁLVARO OBREGÓN-ORIZABA,19.418304,-99.15956,Roma Norte
137,20,16,20 REFORMA-RIO TAMESIS,19.430964000000003,-99.160206,Cuauhtemoc,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc
137,25,1,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc
137,25,43,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez,43 JUAREZ-REVILLAGIGEDO,19.435228,-99.146063,Centro
137,213,210,213 SOLÓN-CICERÓN,19.43432,-99.20631999999999,Polanco,210 EUGENIO SUE-HORACIO ,19.434076,-99.194091,Polanco
137,212,217,212 HEGEL-HORACIO ,19.433567,-99.188096,Polanco,217 EULER-AV. HORACIO ,19.432888000000002,-99.183605,Polanco
136,66,66,66 MAZATLAN-FRANCISCO MARQUEZ,19.411402,-99.178666,Hipodromo Condesa,66 MAZATLAN-FRANCISCO MARQUEZ,19.411402,-99.178666,Hipodromo Condesa
136,74,64,74 NUEVO LEON-OZULAMA,19.410343,-99.172831,Hipodromo,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo
136,36,74,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte,74 NUEVO LEON-OZULAMA,19.410343,-99.172831,Hipodromo
136,49,46,49 MAZATLAN-JUAN DE LA BARRERA,19.416712,-99.17570400000001,Condesa,46 DURANGO-SALAMANCA,19.419214,-99.169732,Roma Norte
136,43,87,43 JUAREZ-REVILLAGIGEDO,19.435228,-99.146063,Centro,87 GANTE-VENUSTIANO CARRANZA,19.431820000000002,-99.13974,Centro
136,87,48,87 GANTE-VENUSTIANO CARRANZA,19.431820000000002,-99.13974,Centro,48 INDEPENDENCIA-AZUETA,19.433685999999998,-99.146557,Centro
135,27,16,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc
135,208,241,208 HESIODO-LAMARTINE ,19.434182,-99.189835,Polanco,E241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,19.43862,-99.20758000000001,Ampliacion Granada
135,141,126,141 ZACATECAS-LUIS CABRERA,19.415905,-99.15954,Roma Norte,126 JALAPA-PUEBLA,19.422288,-99.162138,Roma Norte
134,27,10,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,10 REFORMA-RAMIREZ,19.433321,-99.154752,Tabacalera
134,8,43,8 REFORMA-GENERAL PRIM,19.431141,-99.15831700000001,Juarez,43 JUAREZ-REVILLAGIGEDO,19.435228,-99.146063,Centro
133,36,72,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte,72 MAZATLAN-ALFONSO REYES,19.409893,-99.17954399999999,Hipodromo Condesa
133,64,54,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo,54 PARQUE ESPAÑA-SONORA,19.416215,-99.170825,Condesa
133,86,18,86 SULLIVAN-INSURGENTES,19.432378,-99.159077,San Rafael,18 REFORMA-RIO RHIN,19.42888,-99.164176,Cuauhtemoc
133,41,27,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez
133,154,146,154 TUXPAN-TLAXCALA,19.406682999999997,-99.167962,Roma Sur,146 COAHUILA-MANZANILLO,19.410737,-99.165716,Roma Norte
133,271,26,271 AV. CENTRAL-J. MENESES ,19.443928,-99.152525,Buenavista,26 REFORMA-VERSALLES,19.432685,-99.154726,Juarez
132,64,74,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo,74 NUEVO LEON-OZULAMA,19.410343,-99.172831,Hipodromo
132,63,64,63 NUEVO LEON- LAREDO,19.413681,-99.171531,Condesa,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo
132,4,32,4 RIO NILO-RIO PANUCO,19.428309,-99.171713,Cuauhtemoc,32 LONDRES-SEVILLA,19.422705,-99.169922,Juarez
132,134,126,134 ÁLVARO OBREGÓN-ORIZABA,19.418304,-99.15956,Roma Norte,126 JALAPA-PUEBLA,19.422288,-99.162138,Roma Norte
131,19,19,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc
131,41,16,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc
131,26,29,26 REFORMA-VERSALLES,19.432685,-99.154726,Juarez,29 REFORMA-BUCARELI,19.434913,-99.149939,Centro
130,19,85,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc,85 ROSAS MORENO-SULLIVAN,19.43425,-99.162508,San Rafael
130,1,11,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc,11 RIO AMAZONAS-RIO LERMA,19.430992,-99.163593,Cuauhtemoc
130,64,38,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo,38 COZUMEL-PUEBLA,19.420801,-99.17140699999999,Roma Norte
130,11,1,11 RIO AMAZONAS-RIO LERMA,19.430992,-99.163593,Cuauhtemoc,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc
130,10,19,10 REFORMA-RAMIREZ,19.433321,-99.154752,Tabacalera,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc
130,211,246,211 NEWTON-HORACIO,19.433607000000002,-99.188528,Polanco,246 LEIBNITZ-THIERS,19.434147,-99.179835,Anzures
129,35,25,35 LIVERPOOL-GENOVA,19.424674,-99.163292,Juarez,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez
129,33,33,E33 LONDRES-FLORENCIA,19.424234,-99.166431,Juarez,E33 LONDRES-FLORENCIA,19.424234,-99.166431,Juarez
129,163,162,163 TOLUCA-BAJÍO,19.405245999999998,-99.15643100000001,Roma Sur,162 TEHUANTEPEC-MEDELLÍN,19.404907,-99.162485,Roma Sur
128,34,17,34 LIVERPOOL-GENOVA,19.424725,-99.163331,Juarez,17 REFORMA-RIO TIBER,19.427501,-99.167125,Cuauhtemoc
128,2,9,2 RIO GUADALQUIVIR-RIO BALSAS,19.431386,-99.171695,Cuauhtemoc,9 RIO GUADALQUIVIR-RIO LERMA,19.428009,-99.16991800000001,Cuauhtemoc
127,74,74,74 NUEVO LEON-OZULAMA,19.410343,-99.172831,Hipodromo,74 NUEVO LEON-OZULAMA,19.410343,-99.172831,Hipodromo
127,59,59,59 POPOCATEPETL-AMSTERDAM,19.415121,-99.166661,Hipodromo,59 POPOCATEPETL-AMSTERDAM,19.415121,-99.166661,Hipodromo
127,16,13,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc,13 REFORMA-RIO MISSISSIPPI,19.42502,-99.17231,Cuauhtemoc
127,28,28,28 TOLEDO-TOKIO,19.423542,-99.172494,Juarez,28 TOLEDO-TOKIO,19.423542,-99.172494,Juarez
127,241,208,E241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,19.43862,-99.20758000000001,Ampliacion Granada,208 HESIODO-LAMARTINE ,19.434182,-99.189835,Polanco
127,135,134,135 ÁLVARO OBREGÓN-MORELIA,19.419225,-99.15509899999999,Roma Norte,134 ÁLVARO OBREGÓN-ORIZABA,19.418304,-99.15956,Roma Norte
127,271,10,271 AV. CENTRAL-J. MENESES ,19.443928,-99.152525,Buenavista,10 REFORMA-RAMIREZ,19.433321,-99.154752,Tabacalera
127,271,19,271 AV. CENTRAL-J. MENESES ,19.443928,-99.152525,Buenavista,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc
126,27,28,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,28 TOLEDO-TOKIO,19.423542,-99.172494,Juarez
126,6,1,6 RIO PANUCO-RIO SENA,19.430922,-99.16695899999999,Cuauhtemoc,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc
126,38,45,38 COZUMEL-PUEBLA,19.420801,-99.17140699999999,Roma Norte,45 DURANGO-SONORA,19.418649,-99.172127,Roma Norte
126,64,37,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo,37 GUADALAJARA-PUEBLA,19.420419,-99.172676,Roma Norte
126,21,25,21 REFORMA-DUBLIN,19.42472,-99.17206,Juarez,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez
126,32,2,32 LONDRES-SEVILLA,19.422705,-99.169922,Juarez,2 RIO GUADALQUIVIR-RIO BALSAS,19.431386,-99.171695,Cuauhtemoc
126,76,59,76 CHILPANCINGO-CAMPECHE,19.408735999999998,-99.169913,Hipodromo,59 POPOCATEPETL-AMSTERDAM,19.415121,-99.166661,Hipodromo
126,136,136,136 ÁLVARO OBREGÓN-TONALÁ,19.417715,-99.162729,Roma Norte,136 ÁLVARO OBREGÓN-TONALÁ,19.417715,-99.162729,Roma Norte
126,244,197,244 MIGUEL DE CERVANTES SAAVEDRA-LAGO VICTORIA ,19.440885,-99.193315,Granada,197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,19.440077,-99.204316,Granada
126,41,266,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,19.444031,-99.152187,Buenavista
125,6,6,6 RIO PANUCO-RIO SENA,19.430922,-99.16695899999999,Cuauhtemoc,6 RIO PANUCO-RIO SENA,19.430922,-99.16695899999999,Cuauhtemoc
125,57,57,57 CUERNAVACA-JUAN ESCUTIA,19.414903,-99.17495,Condesa,57 CUERNAVACA-JUAN ESCUTIA,19.414903,-99.17495,Condesa
125,28,24,28 TOLEDO-TOKIO,19.423542,-99.172494,Juarez,24 REFORMA-VARSOVIA,19.426470000000002,-99.16821999999999,Juarez
124,17,1,17 REFORMA-RIO TIBER,19.427501,-99.167125,Cuauhtemoc,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc
124,73,73,73 CAMPECHE-TAMAULIPAS,19.410245,-99.175612,Hipodromo Condesa,73 CAMPECHE-TAMAULIPAS,19.410245,-99.175612,Hipodromo Condesa
124,19,15,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc,15 REFORMA-RIO MISSISSIPPI,19.425476999999997,-99.17156700000001,Cuauhtemoc
124,198,208,198 SÓCRATES-EJERCITO NACIONAL ,19.438168,-99.203888,Polanco,208 HESIODO-LAMARTINE ,19.434182,-99.189835,Polanco
124,189,185,189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,19.41004,-99.18798000000001,San Miguel Chapultepec ,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,19.4128,-99.1828,San Miguel Chapultepec 
124,185,186,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,19.4128,-99.1828,San Miguel Chapultepec ,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,19.412429100000004,-99.1885117,San Miguel Chapultepec 
124,108,113,E108 TOLSA-BALDERAS,19.427305,-99.14953299999999,Centro,113 GENERAL PRIM-VERSALLES,19.430369,-99.15441899999999,Juarez
123,45,45,45 DURANGO-SONORA,19.418649,-99.172127,Roma Norte,45 DURANGO-SONORA,19.418649,-99.172127,Roma Norte
123,66,36,66 MAZATLAN-FRANCISCO MARQUEZ,19.411402,-99.178666,Hipodromo Condesa,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte
123,213,208,213 SOLÓN-CICERÓN,19.43432,-99.20631999999999,Polanco,208 HESIODO-LAMARTINE ,19.434182,-99.189835,Polanco
123,211,248,211 NEWTON-HORACIO,19.433607000000002,-99.188528,Polanco,248 SHAKESPEARE-LAFAYETTE ,19.43175,-99.177399,Anzures
123,126,136,126 JALAPA-PUEBLA,19.422288,-99.162138,Roma Norte,136 ÁLVARO OBREGÓN-TONALÁ,19.417715,-99.162729,Roma Norte
123,162,163,162 TEHUANTEPEC-MEDELLÍN,19.404907,-99.162485,Roma Sur,163 TOLUCA-BAJÍO,19.405245999999998,-99.15643100000001,Roma Sur
123,27,271,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,271 AV. CENTRAL-J. MENESES ,19.443928,-99.152525,Buenavista
122,11,11,11 RIO AMAZONAS-RIO LERMA,19.430992,-99.163593,Cuauhtemoc,11 RIO AMAZONAS-RIO LERMA,19.430992,-99.163593,Cuauhtemoc
122,30,1,30 HAMBURGO-GENOVA,19.426442,-99.164323,Juarez,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc
122,237,235,237 ANDRÉS BELLO-ELLIOT ,19.426744,-99.193986,Polanco,235 CAMPOS ELISEOS-MOLIERE ,19.42933,-99.20218,Polanco
121,23,23,23 REFORMA-PRAGA,19.42517,-99.17105,Juarez,23 REFORMA-PRAGA,19.42517,-99.17105,Juarez
121,194,194,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,19.424282,-99.180334,Bosque de Chapultepec,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,19.424282,-99.180334,Bosque de Chapultepec
121,126,134,126 JALAPA-PUEBLA,19.422288,-99.162138,Roma Norte,134 ÁLVARO OBREGÓN-ORIZABA,19.418304,-99.15956,Roma Norte
121,18,266,18 REFORMA-RIO RHIN,19.42888,-99.164176,Cuauhtemoc,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,19.444031,-99.152187,Buenavista
120,4,27,4 RIO NILO-RIO PANUCO,19.428309,-99.171713,Cuauhtemoc,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez
120,9,1,9 RIO GUADALQUIVIR-RIO LERMA,19.428009,-99.16991800000001,Cuauhtemoc,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc
120,59,71,59 POPOCATEPETL-AMSTERDAM,19.415121,-99.166661,Hipodromo,71 AMSTERDAM-MICHOACAN,19.411423000000003,-99.171351,Hipodromo
120,49,66,49 MAZATLAN-JUAN DE LA BARRERA,19.416712,-99.17570400000001,Condesa,66 MAZATLAN-FRANCISCO MARQUEZ,19.411402,-99.178666,Hipodromo Condesa
120,27,14,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,14 REFORMA-RIO DE PLATA,19.424768,-99.173261,Cuauhtemoc
120,1,30,1 RIO SENA-RIO BALSAS,19.433571399999998,-99.16780909999999,Cuauhtemoc,30 HAMBURGO-GENOVA,19.426442,-99.164323,Juarez
120,23,31,23 REFORMA-PRAGA,19.42517,-99.17105,Juarez,31 HAMBURGO-INSURGENTES,19.427838,-99.16119300000001,Juarez
120,217,208,217 EULER-AV. HORACIO ,19.432888000000002,-99.183605,Polanco,208 HESIODO-LAMARTINE ,19.434182,-99.189835,Polanco
120,96,96,96 LOPEZ-AYUNTAMIENTO,19.430625,-99.14248,Centro,96 LOPEZ-AYUNTAMIENTO,19.430625,-99.14248,Centro
120,168,182,168 COMERCIO-PROGRESO,19.403997,-99.1776,Escandon,182 PROGRESO-ASTRONOMOS,19.402089,-99.17139,Hipodromo
120,359,357,359 MATIAS ROMERO -PESTALLOZZI,19.379269,-99.161169,Del Valle Centro,357 MATIAS ROMERO -AMORES,19.380598000000003,-99.1669248,Del Valle Centro
119,186,185,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,19.412429100000004,-99.1885117,San Miguel Chapultepec ,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,19.4128,-99.1828,San Miguel Chapultepec 
118,84,84,84 CHILPANCINGO-TLAXCALA,19.407020000000003,-99.16958699999999,Hipodromo,84 CHILPANCINGO-TLAXCALA,19.407020000000003,-99.16958699999999,Hipodromo
118,7,27,7 RIO ELBA-RIO LERMA,19.425468,-99.175166,Cuauhtemoc,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez
118,32,9,32 LONDRES-SEVILLA,19.422705,-99.169922,Juarez,9 RIO GUADALQUIVIR-RIO LERMA,19.428009,-99.16991800000001,Cuauhtemoc
118,183,256,183 GABINO BARRERA-GUILLERMO PRIETO,19.43767,-99.16402,San Rafael,256 GÓMEZ FARÍAS-SADI CARNOT ,19.4372,-99.15816,San Rafael
118,119,113,119 TURÍN-ABRAHAM GONZÁLEZ,19.42679,-99.15554,Juarez,113 GENERAL PRIM-VERSALLES,19.430369,-99.15441899999999,Juarez
118,169,182,169 PROSPERIDAD-PROGRESO,19.403019,-99.174934,Escandon,182 PROGRESO-ASTRONOMOS,19.402089,-99.17139,Hipodromo
118,180,175,180 QUINTANA ROO-VILLA HERMOSA,19.404554,-99.169953,Hipodromo,E175 MUTUALISMO-JOSÉ MARTí,19.400767000000002,-99.172533,Escandon
118,10,266,10 REFORMA-RAMIREZ,19.433321,-99.154752,Tabacalera,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,19.444031,-99.152187,Buenavista
117,10,16,10 REFORMA-RAMIREZ,19.433321,-99.154752,Tabacalera,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc
117,44,44,44 DURANGO-VERACRUZ,19.418057,-99.174761,Roma Norte,44 DURANGO-VERACRUZ,19.418057,-99.174761,Roma Norte
117,21,29,21 REFORMA-DUBLIN,19.42472,-99.17206,Juarez,29 REFORMA-BUCARELI,19.434913,-99.149939,Centro
117,270,270,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,19.43676,-99.15387,Tabacalera,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,19.43676,-99.15387,Tabacalera
117,52,266,52 HIDALGO-TRUJANO,19.436235999999997,-99.142039,Centro,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,19.444031,-99.152187,Buenavista
116,20,13,20 REFORMA-RIO TAMESIS,19.430964000000003,-99.160206,Cuauhtemoc,13 REFORMA-RIO MISSISSIPPI,19.42502,-99.17231,Cuauhtemoc
116,27,6,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,6 RIO PANUCO-RIO SENA,19.430922,-99.16695899999999,Cuauhtemoc
116,62,36,62 FERNANDO MONTES DE OCA-AMATLAN,19.413322,-99.175202,Condesa,36 PUEBLA-VERACRUZ,19.419725,-99.17577800000001,Piedad Narvarte
116,29,19,29 REFORMA-BUCARELI,19.434913,-99.149939,Centro,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc
116,43,19,43 JUAREZ-REVILLAGIGEDO,19.435228,-99.146063,Centro,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc
116,41,11,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera,11 RIO AMAZONAS-RIO LERMA,19.430992,-99.163593,Cuauhtemoc
116,10,17,10 REFORMA-RAMIREZ,19.433321,-99.154752,Tabacalera,17 REFORMA-RIO TIBER,19.427501,-99.167125,Cuauhtemoc
116,246,211,246 LEIBNITZ-THIERS,19.434147,-99.179835,Anzures,211 NEWTON-HORACIO,19.433607000000002,-99.188528,Polanco
116,204,242,204 TEMISTOCLES-HOMERO,19.435882,-99.19152,Polanco,242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE ,19.440344,-99.20105,Granada
116,136,137,136 ÁLVARO OBREGÓN-TONALÁ,19.417715,-99.162729,Roma Norte,137 ÁLVARO OBREGÓN-MÉRIDA,19.418774,-99.157081,Roma Norte
115,64,58,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,19.41568,-99.17179300000001,Condesa
115,58,64,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,19.41568,-99.17179300000001,Condesa,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo
115,25,25,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez
115,41,15,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera,15 REFORMA-RIO MISSISSIPPI,19.425476999999997,-99.17156700000001,Cuauhtemoc
115,32,23,32 LONDRES-SEVILLA,19.422705,-99.169922,Juarez,23 REFORMA-PRAGA,19.42517,-99.17105,Juarez
115,117,116,117 LONDRES-NAPOLES ,19.427132,-99.16036899999999,Juarez,116 LONDRES-ROMA,19.428985,-99.15664,Juarez
115,139,139,E139 TONALÁ-GUANJUATO,19.416128,-99.162097,Roma Norte,E139 TONALÁ-GUANJUATO,19.416128,-99.162097,Roma Norte
114,56,56,56 ALVARO OBREGON-MEDELLIN,19.416959,-99.165702,Roma Norte,56 ALVARO OBREGON-MEDELLIN,19.416959,-99.165702,Roma Norte
114,59,76,59 POPOCATEPETL-AMSTERDAM,19.415121,-99.166661,Hipodromo,76 CHILPANCINGO-CAMPECHE,19.408735999999998,-99.169913,Hipodromo
114,20,18,20 REFORMA-RIO TAMESIS,19.430964000000003,-99.160206,Cuauhtemoc,18 REFORMA-RIO RHIN,19.42888,-99.164176,Cuauhtemoc
114,34,6,34 LIVERPOOL-GENOVA,19.424725,-99.163331,Juarez,6 RIO PANUCO-RIO SENA,19.430922,-99.16695899999999,Cuauhtemoc
114,62,62,62 FERNANDO MONTES DE OCA-AMATLAN,19.413322,-99.175202,Condesa,62 FERNANDO MONTES DE OCA-AMATLAN,19.413322,-99.175202,Condesa
114,35,5,35 LIVERPOOL-GENOVA,19.424674,-99.163292,Juarez,5 RIO PANUCO-RIO TIBER,19.42972,-99.169363,Cuauhtemoc
114,87,87,87 GANTE-VENUSTIANO CARRANZA,19.431820000000002,-99.13974,Centro,87 GANTE-VENUSTIANO CARRANZA,19.431820000000002,-99.13974,Centro
114,18,29,18 REFORMA-RIO RHIN,19.42888,-99.164176,Cuauhtemoc,29 REFORMA-BUCARELI,19.434913,-99.149939,Centro
114,27,261,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,261 PASEO DE LA REFORMA - RÍO DE LA PLATA,19.42495,-99.17246,Juarez
114,185,184,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,19.4128,-99.1828,San Miguel Chapultepec ,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,19.41479,-99.18508,San Miguel Chapultepec 
113,19,16,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc,16 REFORMA-RÍO TIBER,19.427226,-99.168242,Cuauhtemoc
113,66,49,66 MAZATLAN-FRANCISCO MARQUEZ,19.411402,-99.178666,Hipodromo Condesa,49 MAZATLAN-JUAN DE LA BARRERA,19.416712,-99.17570400000001,Condesa
113,43,3,43 JUAREZ-REVILLAGIGEDO,19.435228,-99.146063,Centro,3 REFORMA-INSURGENTES,19.431655,-99.158668,Juarez
113,25,29,25 REFORMA-ESTOCOLMO,19.427317000000002,-99.166662,Juarez,29 REFORMA-BUCARELI,19.434913,-99.149939,Centro
113,8,41,8 REFORMA-GENERAL PRIM,19.431141,-99.15831700000001,Juarez,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera
113,18,41,18 REFORMA-RIO RHIN,19.42888,-99.164176,Cuauhtemoc,41 REFORMA-AV. DE LA REPUBLICA,19.435637,-99.150137,Tabacalera
113,194,192,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,19.424282,-99.180334,Bosque de Chapultepec,192 RUBEN DARIO-REFORMA,19.42592,-99.19075500000001,Bosque de Chapultepec
113,210,213,210 EUGENIO SUE-HORACIO ,19.434076,-99.194091,Polanco,213 SOLÓN-CICERÓN,19.43432,-99.20631999999999,Polanco
113,211,207,211 NEWTON-HORACIO,19.433607000000002,-99.188528,Polanco,207 TASSO-HOMERO ,19.434860999999998,-99.183322,Polanco
112,76,64,76 CHILPANCINGO-CAMPECHE,19.408735999999998,-99.169913,Hipodromo,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo
112,19,14,19 REFORMA-RIO RHIN,19.429241,-99.163377,Cuauhtemoc,14 REFORMA-RIO DE PLATA,19.424768,-99.173261,Cuauhtemoc
112,27,85,27 REFORMA-HAVRE,19.429115,-99.162614,Juarez,85 ROSAS MORENO-SULLIVAN,19.43425,-99.162508,San Rafael
112,35,6,35 LIVERPOOL-GENOVA,19.424674,-99.163292,Juarez,6 RIO PANUCO-RIO SENA,19.430922,-99.16695899999999,Cuauhtemoc
112,23,266,23 REFORMA-PRAGA,19.42517,-99.17105,Juarez,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,19.444031,-99.152187,Buenavista
111,24,24,24 REFORMA-VARSOVIA,19.426470000000002,-99.16821999999999,Juarez,24 REFORMA-VARSOVIA,19.426470000000002,-99.16821999999999,Juarez
111,72,72,72 MAZATLAN-ALFONSO REYES,19.409893,-99.17954399999999,Hipodromo Condesa,72 MAZATLAN-ALFONSO REYES,19.409893,-99.17954399999999,Hipodromo Condesa
111,64,84,64 SONORA-AMSTERDAM,19.412876999999998,-99.166986,Hipodromo,84 CHILPANCINGO-TLAXCALA,19.407020000000003,-99.16958699999999,Hipodromo
111,79,79,79 SALTILLO-ALFONSO REYES,19.407534,-99.17442700000001,Hipodromo,79 SALTILLO-ALFONSO REYES,19.407534,-99.17442700000001,Hipodromo
111,75,75,75 ALFONSO REYES-ATLIXCO,19.408722,-99.17669000000001,Hipodromo Condesa,75 ALFONSO REYES-ATLIXCO,19.408722,-99.17669000000001,Hipodromo Condesa
