Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
M,30,0334,75,2010-07-01,08:37:18.390000,77,2010-07-01,08:39:44.707000
M,41,0041,58,2010-07-01,08:37:33.653000,64,2010-07-01,08:45:34.963000
F,49,1145,28,2010-07-01,08:37:42.937000,13,2010-07-01,08:40:55.270000
F,31,0233,19,2010-07-01,08:37:43.580000,16,2010-07-01,08:54:06.387000
F,55,0971,70,2010-07-01,08:37:58.657000,70,2010-07-01,16:44:38.347000
M,33,1027,12,2010-07-01,08:38:36.387000,32,2010-07-01,08:53:18.470000
F,27,0090,77,2010-07-01,08:38:50.813000,29,2010-07-01,08:54:42.403000
M,59,0132,8,2010-07-01,08:39:01.577000,11,2010-07-01,08:53:59.997000
F,31,0996,11,2010-07-01,08:39:14.547000,34,2010-07-01,08:47:41.813000
M,36,0700,21,2010-07-01,08:40:11.567000,24,2010-07-01,08:47:54.700000
M,37,0841,35,2010-07-01,08:40:14.487000,85,2010-07-01,08:51:11.397000
M,18,0020,20,2010-07-01,08:40:24.843000,29,2010-07-01,08:51:47.133000
F,30,0408,38,2010-07-01,08:40:37.207000,54,2010-07-01,08:48:03.453000
M,29,0922,34,2010-07-01,08:40:40.157000,34,2010-07-01,09:57:35.867000
M,31,0576,76,2010-07-01,08:41:05.330000,56,2010-07-01,09:56:51.357000
M,31,0626,3,2010-07-01,08:41:16.067000,10,2010-07-01,08:52:14.533000
M,44,0089,73,2010-07-01,08:41:22.973000,83,2010-07-01,08:46:02.837000
F,26,0553,76,2010-07-01,08:41:25.300000,54,2010-07-01,08:47:11.700000
M,60,0536,36,2010-07-01,08:41:32.910000,48,2010-07-01,08:52:25.510000
M,30,0959,84,2010-07-01,08:41:33.707000,84,2010-07-01,16:39:27.363000
M,27,0329,85,2010-07-01,08:41:38.317000,7,2010-07-01,08:55:10.217000
M,27,0010,49,2010-07-01,08:42:01.893000,7,2010-07-01,08:50:23.660000
M,36,0978,20,2010-07-01,08:42:09.740000,23,2010-07-01,08:52:01.033000
M,32,0048,76,2010-07-01,08:42:23.333000,47,2010-07-01,10:32:55.217000
M,35,0357,20,2010-07-01,08:42:28,24,2010-07-01,10:30:40.927000
M,51,0790,7,2010-07-01,08:42:40.443000,11,2010-07-01,09:00:09.897000
M,24,0539,54,2010-07-01,08:43:27.210000,13,2010-07-01,08:53:30.440000
F,27,0885,5,2010-07-01,08:43:33.680000,11,2010-07-01,08:48:43.297000
M,29,0057,19,2010-07-01,08:43:38.337000,19,2010-07-01,08:50:25.530000
M,24,0787,35,2010-07-01,08:43:39.180000,5,2010-07-01,08:49:18.967000
M,58,0721,20,2010-07-01,08:44:05.117000,85,2010-07-01,08:51:59.273000
F,43,1090,67,2010-07-01,08:44:10.413000,70,2010-07-01,08:48:58.137000
M,38,0007,34,2010-07-01,08:44:13.023000,17,2010-07-01,08:48:20.637000
M,37,0779,81,2010-07-01,08:44:18,81,2010-07-01,15:43:53.130000
M,26,0281,67,2010-07-01,08:44:22,67,2010-07-01,17:15:54.053000
M,44,0873,1,2010-07-01,08:44:22.023000,30,2010-07-01,08:56:48.703000
M,27,0912,34,2010-07-01,08:44:46.883000,11,2010-07-01,08:51:11.320000
M,49,0591,44,2010-07-01,08:44:50.807000,44,2010-07-01,13:28:30.653000
M,26,0961,53,2010-07-01,08:45:00.163000,23,2010-07-01,08:59:54.213000
M,37,1104,31,2010-07-01,08:45:25,31,2010-07-01,11:25:42.723000
F,18,0298,73,2010-07-01,08:45:27.540000,74,2010-07-01,08:48:45.047000
M,27,0488,85,2010-07-01,08:45:27.917000,55,2010-07-01,08:59:12.070000
M,46,0686,1,2010-07-01,08:45:46.653000,18,2010-07-01,08:53:42.533000
F,26,0359,7,2010-07-01,08:45:57.247000,17,2010-07-01,09:18:24.470000
M,27,0876,11,2010-07-01,08:45:58.073000,16,2010-07-01,08:55:38.360000
M,37,0656,31,2010-07-01,08:46:11.120000,28,2010-07-01,08:56:34.320000
M,27,0870,2,2010-07-01,08:46:38.057000,23,2010-07-01,08:55:25.443000
M,28,0684,60,2010-07-01,08:46:45.043000,28,2010-07-01,08:53:59.550000
F,28,1098,16,2010-07-01,08:46:47.217000,15,2010-07-01,08:49:06.327000
M,35,0505,56,2010-07-01,08:46:53.730000,38,2010-07-01,08:57:53.727000
M,28,0043,2,2010-07-01,08:47:10.793000,23,2010-07-01,08:56:58.490000
M,31,0502,83,2010-07-01,08:47:14.590000,22,2010-07-01,08:57:20.210000
M,52,0326,47,2010-07-01,08:47:25.157000,47,2010-07-01,12:19:03.350000
F,36,1190,74,2010-07-01,08:47:31.623000,28,2010-07-01,09:13:45.870000
M,29,0688,73,2010-07-01,08:47:43.777000,77,2010-07-01,08:50:36.640000
M,29,0577,13,2010-07-01,08:48:05.403000,3,2010-07-01,09:10:03.257000
F,51,1116,1,2010-07-01,08:48:13.313000,18,2010-07-01,08:57:55.290000
F,22,0797,13,2010-07-01,08:48:16.340000,3,2010-07-01,09:13:15.120000
F,25,0162,58,2010-07-01,08:49:15.423000,84,2010-07-01,08:55:34.567000
F,49,1101,20,2010-07-01,08:49:28.503000,38,2010-07-01,09:03:15.593000
M,40,0665,38,2010-07-01,08:49:30.200000,1,2010-07-01,09:17:34.667000
M,20,0231,80,2010-07-01,08:49:30.800000,9,2010-07-01,09:07:13.097000
F,26,1074,48,2010-07-01,08:50:15.223000,12,2010-07-01,09:08:10.910000
M,22,0515,36,2010-07-01,08:50:18.770000,13,2010-07-01,09:05:53.267000
M,40,1114,67,2010-07-01,08:50:21.780000,67,2010-07-01,15:45:46.180000
M,24,1006,4,2010-07-01,08:50:35.897000,13,2010-07-01,08:56:08.070000
M,27,0196,38,2010-07-01,08:50:42.670000,84,2010-07-01,09:04:51.890000
M,29,0895,5,2010-07-01,08:50:44.093000,2,2010-07-01,08:53:44.923000
M,29,0730,4,2010-07-01,08:50:52.333000,5,2010-07-01,08:53:04.347000
M,53,1087,12,2010-07-01,08:51:01.850000,15,2010-07-01,09:02:20.967000
M,46,0063,38,2010-07-01,08:51:03.220000,48,2010-07-01,08:54:41.780000
M,46,0556,32,2010-07-01,08:51:04,32,2010-07-01,12:48:27.360000
M,28,0365,20,2010-07-01,08:51:15.913000,20,2010-07-01,11:11:21.370000
M,28,0857,32,2010-07-01,08:51:21.203000,32,2010-07-01,10:01:34.550000
M,43,0164,29,2010-07-01,08:51:28.350000,54,2010-07-01,08:57:05.953000
M,43,0426,1,2010-07-01,08:51:37.617000,18,2010-07-01,08:58:56.510000
F,30,0588,49,2010-07-01,08:51:48.507000,81,2010-07-01,09:02:35.437000
M,32,0529,35,2010-07-01,08:51:51.773000,16,2010-07-01,08:58:14.380000
M,32,0232,28,2010-07-01,08:51:53.127000,16,2010-07-01,09:03:32.467000
F,27,0240,1,2010-07-01,08:52:20.103000,10,2010-07-01,08:57:03.023000
M,43,0771,64,2010-07-01,08:52:41.587000,53,2010-07-01,09:03:10.233000
M,24,0372,54,2010-07-01,08:52:55.713000,79,2010-07-01,09:04:19.593000
M,38,0418,6,2010-07-01,08:53:01.730000,1,2010-07-01,08:55:00.513000
M,42,1164,79,2010-07-01,08:53:07.097000,72,2010-07-01,08:56:36.570000
M,23,0618,53,2010-07-01,08:53:09.877000,61,2010-07-01,08:59:39.727000
F,33,1061,3,2010-07-01,08:53:32.237000,23,2010-07-01,09:04:19.030000
M,26,0841,85,2010-07-01,08:53:32.743000,75,2010-07-01,09:09:58.710000
M,29,0925,8,2010-07-01,08:53:40.853000,28,2010-07-01,08:56:21.833000
M,40,0252,59,2010-07-01,08:53:48.347000,59,2010-07-01,09:03:54.157000
M,28,0296,80,2010-07-01,08:54:24.857000,38,2010-07-01,09:07:24.300000
M,41,0255,1,2010-07-01,08:54:26,1,2010-07-01,15:52:28.773000
M,45,0842,53,2010-07-01,08:54:27.847000,64,2010-07-01,08:59:53.820000
M,26,0570,68,2010-07-01,08:54:28.700000,18,2010-07-01,09:14:15.277000
M,36,0136,61,2010-07-01,08:54:29.450000,21,2010-07-01,09:05:08.720000
M,24,0584,49,2010-07-01,08:54:46,49,2010-07-01,12:15:28
F,29,1085,28,2010-07-01,08:55:08.050000,13,2010-07-01,09:00:51.357000
M,27,1140,35,2010-07-01,08:55:38.953000,35,2010-07-01,09:02:27.027000
M,32,1191,2,2010-07-01,08:56:10.570000,13,2010-07-01,09:04:01.610000
M,25,0695,84,2010-07-01,08:56:43.443000,54,2010-07-01,09:04:05.123000
M,32,0976,84,2010-07-01,08:56:55.053000,51,2010-07-01,09:08:13.540000
M,36,0796,76,2010-07-01,08:57:09.800000,59,2010-07-01,09:24:11.367000
M,26,0639,35,2010-07-01,08:57:18.720000,16,2010-07-01,09:03:55.640000
M,54,0766,49,2010-07-01,08:57:22.033000,49,2010-07-01,09:29:43.580000
M,36,0860,56,2010-07-01,08:57:28.243000,45,2010-07-01,09:03:57.907000
M,30,0016,28,2010-07-01,08:57:29.647000,74,2010-07-01,09:07:34.303000
M,30,0721,85,2010-07-01,08:57:31.127000,7,2010-07-01,09:06:57.083000
M,22,0821,36,2010-07-01,08:57:35.613000,62,2010-07-01,11:24:54.693000
F,53,1161,80,2010-07-01,08:58:02.533000,62,2010-07-01,09:03:44.780000
F,51,0594,31,2010-07-01,08:58:03.223000,31,2010-07-01,11:28:07.230000
F,45,0358,61,2010-07-01,08:58:17.847000,49,2010-07-01,09:05:07.877000
F,41,0792,58,2010-07-01,08:58:23.817000,58,2010-07-01,09:01:49.497000
M,26,0095,18,2010-07-01,08:58:39.273000,73,2010-07-01,09:15:20.560000
M,41,1162,13,2010-07-01,08:58:48.947000,16,2010-07-01,09:02:31.857000
M,27,0866,50,2010-07-01,08:59:24.630000,50,2010-07-01,09:02:48.060000
M,27,1117,8,2010-07-01,08:59:51.350000,85,2010-07-01,09:08:58.070000
M,49,0980,49,2010-07-01,08:59:55.350000,61,2010-07-01,09:09:41.713000
M,29,0470,75,2010-07-01,08:59:59.150000,48,2010-07-01,09:09:11.260000
M,46,0739,56,2010-07-01,09:00:03.090000,16,2010-07-01,09:06:06.427000
F,58,0417,1,2010-07-01,09:00:23.790000,6,2010-07-01,09:02:49.793000
M,26,0226,84,2010-07-01,09:00:43.933000,54,2010-07-01,09:07:12.380000
M,35,0564,54,2010-07-01,09:00:53.837000,22,2010-07-01,09:07:32.253000
M,25,1130,22,2010-07-01,09:00:59.307000,13,2010-07-01,09:02:57.170000
F,32,0685,54,2010-07-01,09:01:22.010000,64,2010-07-01,09:07:16.413000
M,34,0914,55,2010-07-01,09:01:32.963000,55,2010-07-01,09:04:55.377000
M,40,0222,11,2010-07-01,09:01:48.683000,16,2010-07-01,09:07:45.960000
M,24,0872,64,2010-07-01,09:01:55.307000,62,2010-07-01,09:08:20.820000
M,33,0056,72,2010-07-01,09:01:57.357000,59,2010-07-01,09:29:24.107000
F,41,1139,58,2010-07-01,09:02:07,58,2010-07-01,09:38:50.567000
F,22,0910,35,2010-07-01,09:02:09.107000,7,2010-07-01,09:15:14.147000
M,38,0798,4,2010-07-01,09:02:18.090000,20,2010-07-01,09:10:02.120000
M,25,0701,31,2010-07-01,09:02:42.683000,13,2010-07-01,09:11:49.570000
