Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
M,56,0578,8,2010-02-19,11:34:08.750000,16,2010-02-19,11:52:15.373000
M,62,0480,85,2010-02-19,11:48:22.013000,34,2010-02-19,12:05:07.210000
M,45,0554,5,2010-02-19,13:05:47.587000,74,2010-02-19,13:35:48.003000
M,28,0056,5,2010-02-19,13:05:58.337000,74,2010-02-19,13:35:54.520000
M,47,0629,85,2010-02-19,13:08:34.237000,18,2010-02-19,13:21:10.100000
M,32,0445,85,2010-02-19,13:34:33.390000,79,2010-02-19,13:56:08.597000
M,35,0694,78,2010-02-19,13:40:21.717000,63,2010-02-19,13:52:30.700000
M,37,0681,60,2010-02-19,13:40:53.483000,85,2010-02-19,14:10:10.387000
M,34,0690,85,2010-02-19,14:00:24.690000,16,2010-02-19,14:12:26
M,37,0523,85,2010-02-19,14:00:37.550000,16,2010-02-19,14:12:15.077000
M,19,0784,23,2010-02-19,14:52:24.577000,56,2010-02-19,14:59:42.987000
M,40,0478,20,2010-02-19,15:04:59.367000,34,2010-02-19,20:10:52.880000
M,48,0873,19,2010-02-19,15:06:15.930000,20,2010-02-19,15:21:24.707000
M,45,0081,78,2010-02-19,15:29:31.463000,5,2010-02-19,15:50:36.323000
M,28,0338,78,2010-02-19,15:30:15.933000,78,2010-02-19,15:34:29.997000
M,34,0780,24,2010-02-19,15:31:46.450000,26,2010-02-19,15:46:51.570000
M,32,0263,50,2010-02-19,15:40:02.893000,63,2010-02-19,16:06:26.397000
M,34,0302,63,2010-02-19,16:13:21.513000,55,2010-02-19,16:40:37.377000
M,39,0681,85,2010-02-19,16:19:53.953000,17,2010-02-19,16:26:46.537000
M,42,0564,25,2010-02-19,16:29:26.120000,26,2010-02-19,16:32:01.370000
M,43,0547,85,2010-02-19,16:31:23.103000,5,2010-02-19,16:38:01.437000
M,35,0849,63,2010-02-19,16:38:38.797000,78,2010-02-19,16:56:34.123000
M,28,0475,49,2010-02-19,16:53:20.880000,44,2010-02-19,17:04:26.217000
M,34,0018,34,2010-02-19,17:11:24.657000,24,2010-02-19,17:19:02.797000
M,37,0525,85,2010-02-19,17:13:50.107000,72,2010-02-19,17:36:01.197000
M,28,0021,34,2010-02-19,17:14:53.587000,25,2010-02-19,17:20:57.007000
M,36,0324,12,2010-02-19,17:29:59.273000,76,2010-02-19,17:48:15.740000
M,21,0687,27,2010-02-19,17:41:17.380000,27,2010-02-19,17:48:26.257000
M,21,0688,27,2010-02-19,17:41:32.257000,27,2010-02-19,17:43:44.653000
M,40,0546,76,2010-02-19,17:41:52.587000,72,2010-02-19,17:57:32.967000
M,27,0451,17,2010-02-19,17:43:35.603000,34,2010-02-19,17:50:32.823000
M,40,0544,76,2010-02-19,17:44:24.690000,72,2010-02-19,17:56:28.260000
M,21,0568,26,2010-02-19,18:04:35.863000,34,2010-02-19,18:35:18.583000
M,35,0701,66,2010-02-19,18:10:26.010000,78,2010-02-19,18:14:56.620000
M,36,0009,80,2010-02-19,18:26:48.343000,16,2010-02-19,18:44:26.993000
M,28,0291,8,2010-02-19,18:27:36.643000,16,2010-02-19,18:30:38.683000
M,18,0613,20,2010-02-19,18:42:47.350000,34,2010-02-19,19:27:55.737000
M,51,0527,74,2010-02-19,18:45:55.147000,74,2010-02-19,18:49:44.240000
M,28,0412,16,2010-02-19,18:55:15.427000,85,2010-02-19,19:17:19.163000
F,27,0603,16,2010-02-19,18:55:39.100000,85,2010-02-19,19:17:31.400000
M,51,0439,74,2010-02-19,19:01:54.690000,83,2010-02-19,19:05:59.137000
M,51,0798,83,2010-02-19,19:06:53.500000,83,2010-02-19,19:10:28.820000
M,51,0884,83,2010-02-19,19:11:53.807000,83,2010-02-19,19:14:22.533000
M,62,0236,13,2010-02-19,19:32:50.857000,27,2010-02-19,19:54:25.297000
M,18,0477,20,2010-02-19,19:54:06.110000,85,2010-02-19,20:00:57.780000
M,40,0765,72,2010-02-19,19:54:44.650000,76,2010-02-19,20:12:39.583000
M,40,0691,72,2010-02-19,20:00:55.407000,76,2010-02-19,20:12:04.260000
M,31,0496,34,2010-02-19,20:01:24.767000,83,2010-02-19,20:16:38.527000
F,35,0555,12,2010-02-19,20:21:23.830000,12,2010-02-19,20:40:03.817000
M,39,0107,17,2010-02-19,20:40:55.117000,31,2010-02-19,20:47:00.433000
M,46,0486,17,2010-02-19,20:50:57.060000,20,2010-02-19,20:59:49.667000
M,39,0245,27,2010-02-19,21:19:16.753000,12,2010-02-19,21:22:44.117000
M,19,0055,31,2010-02-19,21:32:38.023000,6,2010-02-19,21:47:06.573000
M,21,0821,21,2010-02-19,21:41:25.567000,27,2010-02-19,22:04:39.540000
M,19,0551,6,2010-02-19,22:00:06.287000,8,2010-02-19,22:05:35.567000
M,62,0558,27,2010-02-19,22:16:11.673000,13,2010-02-19,22:35:40.220000
M,36,0440,34,2010-02-19,22:48:52.853000,76,2010-02-19,22:59:10.410000
M,25,0248,5,2010-02-19,22:57:31.290000,5,2010-02-19,23:02:24.037000
M,25,0240,15,2010-02-19,23:07:26.300000,83,2010-02-19,23:25:56.133000
M,36,0495,63,2010-02-19,23:15:45.210000,83,2010-02-19,23:20:49.300000
M,43,0224,16,2010-02-20,07:15:11.593000,13,2010-02-20,07:21:12.613000
M,43,0679,13,2010-02-20,07:52:12.217000,16,2010-02-20,07:59:18.190000
M,42,0036,15,2010-02-20,08:39:14.703000,20,2010-02-20,08:52:32.670000
M,42,0665,27,2010-02-20,09:28:13.603000,7,2010-02-20,09:41:19.020000
M,28,0712,66,2010-02-20,11:09:28.333000,44,2010-02-20,11:14:34.080000
M,59,0346,85,2010-02-20,11:18:24.917000,20,2010-02-20,11:26:18.263000
M,35,0333,78,2010-02-20,11:53:10.247000,63,2010-02-20,12:31:05.753000
M,24,0477,85,2010-02-20,11:59:15.307000,6,2010-02-20,12:07:41.450000
F,53,0388,85,2010-02-20,11:59:29.260000,6,2010-02-20,12:07:25.543000
M,59,0299,85,2010-02-20,12:01:26.047000,5,2010-02-20,12:15:09.577000
M,28,0059,80,2010-02-20,12:23:34.473000,60,2010-02-20,12:48:10.273000
M,32,0438,19,2010-02-20,12:26:39.177000,24,2010-02-20,12:34:53.577000
F,27,0598,21,2010-02-20,12:42:00.190000,85,2010-02-20,13:02:27.093000
M,28,0749,21,2010-02-20,12:42:39.657000,85,2010-02-20,13:02:18.700000
M,28,0216,60,2010-02-20,12:58:31.513000,63,2010-02-20,13:19:35.740000
M,59,0452,5,2010-02-20,12:59:30.147000,17,2010-02-20,13:05:06.317000
M,59,0670,17,2010-02-20,13:16:01.500000,5,2010-02-20,13:20:03.853000
M,35,0892,63,2010-02-20,13:21:54.840000,66,2010-02-20,13:37:38.893000
M,40,0929,78,2010-02-20,13:27:28.633000,76,2010-02-20,13:33:32.757000
M,28,0183,76,2010-02-20,13:49:56.890000,66,2010-02-20,13:56:29.950000
M,35,0693,72,2010-02-20,13:55:54.450000,66,2010-02-20,14:14:27.430000
M,28,0794,72,2010-02-20,14:06:37.753000,83,2010-02-20,14:19:23.957000
M,32,0875,16,2010-02-20,14:22:12.093000,31,2010-02-20,14:30:55.233000
M,32,0312,31,2010-02-20,14:41:05.773000,19,2010-02-20,14:46:23.003000
M,42,0851,7,2010-02-20,14:52:23.860000,27,2010-02-20,15:07:57.780000
M,31,0446,21,2010-02-20,14:53:52.707000,83,2010-02-20,15:06:45.380000
M,27,0392,11,2010-02-20,15:08:50.633000,11,2010-02-20,15:20:04.643000
M,28,0852,6,2010-02-20,15:24:40.547000,27,2010-02-20,15:33:22.563000
M,45,0407,6,2010-02-20,15:28:09.257000,27,2010-02-20,15:33:20.330000
M,25,0081,5,2010-02-20,15:31:38.670000,44,2010-02-20,15:42:59.667000
M,42,0334,31,2010-02-20,15:43:13.870000,21,2010-02-20,15:56:56.957000
M,25,0804,83,2010-02-20,16:08:50.270000,83,2010-02-20,16:12:29.447000
M,51,0806,83,2010-02-20,16:25:19.833000,80,2010-02-20,16:34:09.970000
M,28,0143,31,2010-02-20,16:54:23.027000,60,2010-02-20,17:14:29.393000
M,45,0254,31,2010-02-20,16:54:36.353000,60,2010-02-20,17:14:25.847000
M,25,0496,83,2010-02-20,16:57:36.470000,83,2010-02-20,17:02:57.093000
M,59,0595,16,2010-02-20,16:59:26.693000,13,2010-02-20,17:06:30.913000
M,25,0439,83,2010-02-20,17:09:08.857000,83,2010-02-20,17:24:12.500000
M,25,0240,83,2010-02-20,17:21:22.447000,83,2010-02-20,17:29:38.967000
M,45,0825,66,2010-02-20,17:45:46.307000,5,2010-02-20,18:02:23.897000
M,28,0824,66,2010-02-20,17:46:19.997000,5,2010-02-20,18:02:08.397000
M,59,0678,13,2010-02-20,17:58:03.767000,16,2010-02-20,19:33:18.517000
M,25,0798,83,2010-02-20,18:03:25.543000,83,2010-02-20,18:30:29.340000
M,25,0810,83,2010-02-20,18:03:40.280000,83,2010-02-20,18:31:04.077000
M,42,0931,15,2010-02-20,18:25:22.080000,25,2010-02-20,18:30:06.717000
M,35,0620,22,2010-02-20,18:42:55.180000,44,2010-02-20,19:16:36.550000
M,32,0533,19,2010-02-20,19:20:21.423000,26,2010-02-20,19:24:38.523000
M,42,0537,18,2010-02-20,19:26:35.783000,13,2010-02-20,19:37:18.800000
M,19,0465,8,2010-02-20,19:46:59.730000,19,2010-02-20,19:53:31.783000
M,32,0152,30,2010-02-20,19:59:15.780000,30,2010-02-20,20:02:40.553000
M,19,0562,19,2010-02-20,20:05:21.107000,16,2010-02-20,20:11:11.447000
M,32,0879,30,2010-02-20,20:06:24.500000,19,2010-02-20,20:30:05.710000
M,19,0101,16,2010-02-20,20:22:46.380000,15,2010-02-20,20:26:03.180000
F,27,316,20,2010-02-20,21:41:17.437000,15,2010-02-20,21:51:03.760000
M,28,0071,20,2010-02-20,21:41:34.563000,15,2010-02-20,21:50:56.323000
F,27,0453,15,2010-02-20,22:11:29.153000,8,2010-02-20,22:14:38.047000
M,28,0378,15,2010-02-20,22:11:39.137000,8,2010-02-20,22:14:32.623000
M,40,0431,78,2010-02-21,08:54:08.250000,26,2010-02-21,10:18:52.260000
M,42,0510,7,2010-02-21,09:05:49.080000,13,2010-02-21,09:24:05.970000
M,53,0749,85,2010-02-21,09:19:12.607000,27,2010-02-21,09:24:42.913000
M,51,0861,19,2010-02-21,09:24:01.297000,19,2010-02-21,09:35:44.023000
M,42,0735,13,2010-02-21,09:54:00.227000,17,2010-02-21,10:19:08.620000
M,32,0220,27,2010-02-21,09:58:15.333000,22,2010-02-21,10:05:10.767000
M,40,0235,27,2010-02-21,10:01:27.827000,27,2010-02-21,10:05:17.523000
M,53,0218,27,2010-02-21,10:01:55.157000,16,2010-02-21,10:12:39.117000
M,35,0505,26,2010-02-21,10:03:42.733000,19,2010-02-21,10:15:29.383000
M,25,0925,74,2010-02-21,10:03:45.343000,74,2010-02-21,12:29:02.517000
M,25,0056,74,2010-02-21,10:04:35.920000,74,2010-02-21,12:30:28.360000
M,19,0228,27,2010-02-21,10:09:17.580000,85,2010-02-21,10:18:14.557000
M,51,0239,27,2010-02-21,10:16:29.463000,17,2010-02-21,10:22:40.727000
M,32,0862,22,2010-02-21,10:16:55.167000,22,2010-02-21,10:32:13.020000
F,46,0667,27,2010-02-21,10:29:44.127000,27,2010-02-21,12:14:48.443000
M,21,0686,27,2010-02-21,10:32:24.490000,22,2010-02-21,10:45:05
M,19,0355,85,2010-02-21,10:33:38.850000,25,2010-02-21,10:46:40.883000
M,32,0103,20,2010-02-21,10:41:02.167000,16,2010-02-21,10:48:23.707000
M,32,0755,22,2010-02-21,10:44:34.860000,22,2010-02-21,10:48:07.923000
M,42,0593,23,2010-02-21,10:47:54.877000,18,2010-02-21,11:08:17.487000
M,32,0614,22,2010-02-21,10:48:12.800000,22,2010-02-21,11:07:48.987000
M,40,0633,27,2010-02-21,10:51:02.050000,63,2010-02-21,12:27:40.627000
M,19,0651,25,2010-02-21,10:59:13.160000,25,2010-02-21,11:09:15.730000
M,32,0774,24,2010-02-21,11:03:09.343000,14,2010-02-21,11:08:45.120000
M,62,0743,21,2010-02-21,11:15:22.647000,20,2010-02-21,11:46:09.537000
M,32,0621,22,2010-02-21,11:23:22.950000,22,2010-02-21,11:37:04.960000
M,32,0830,13,2010-02-21,11:27:36.517000,42,2010-02-21,16:44:02.440000
M,21,0738,22,2010-02-21,11:37:45.227000,22,2010-02-21,11:53:43.677000
M,42,0817,17,2010-02-21,11:40:15.553000,27,2010-02-21,12:01:40.273000
F,27,0538,8,2010-02-21,11:44:21.110000,13,2010-02-21,11:50:08.873000
M,28,0464,8,2010-02-21,11:44:31.877000,13,2010-02-21,11:50:27.247000
M,51,0688,27,2010-02-21,11:46:26.363000,17,2010-02-21,12:03:48.483000
M,32,0619,22,2010-02-21,11:47:10.453000,22,2010-02-21,11:57:38.540000
F,40,0687,27,2010-02-21,11:51:34.080000,17,2010-02-21,13:05:00.387000
M,35,0025,80,2010-02-21,11:54:16.833000,22,2010-02-21,12:24:21.420000
M,32,0750,22,2010-02-21,12:12:18.173000,22,2010-02-21,12:26:36.300000
M,21,0617,22,2010-02-21,12:28:21.430000,22,2010-02-21,12:53:57.347000
M,35,0427,22,2010-02-21,12:41:52.727000,83,2010-02-21,12:54:26.567000
M,32,0813,22,2010-02-21,12:45:18.670000,25,2010-02-21,13:06:09.483000
M,34,0653,16,2010-02-21,12:56:02.147000,16,2010-02-21,13:28:15.280000
F,31,0441,22,2010-02-21,13:00:20.097000,17,2010-02-21,13:09:09.687000
M,19,0680,25,2010-02-21,13:01:51.793000,17,2010-02-21,13:08:55.907000
M,62,0244,43,2010-02-21,13:08:21.703000,21,2010-02-21,13:23:21.370000
M,35,0641,19,2010-02-21,13:10:22.167000,25,2010-02-21,13:27:34.407000
M,28,0209,19,2010-02-21,13:10:49.683000,27,2010-02-21,14:14:24.677000
F,27,0834,13,2010-02-21,13:17:03.447000,85,2010-02-21,13:38:22.273000
M,28,0043,13,2010-02-21,13:17:19.353000,85,2010-02-21,13:38:17.100000
M,38,0746,44,2010-02-21,13:23:15.367000,44,2010-02-21,13:29:59.320000
F,38,0475,44,2010-02-21,13:23:58.697000,49,2010-02-21,14:09:48.600000
M,42,0606,46,2010-02-21,13:29:27.797000,13,2010-02-21,13:39:53.047000
M,19,0482,17,2010-02-21,13:33:23.313000,83,2010-02-21,14:06:39.657000
M,21,0442,17,2010-02-21,13:36:36.447000,27,2010-02-21,13:55:08.677000
M,19,0630,17,2010-02-21,13:38:43.403000,8,2010-02-21,13:43:06.493000
M,51,0668,17,2010-02-21,13:39:27.890000,80,2010-02-21,13:51:44.893000
M,38,0880,46,2010-02-21,13:40:14.087000,49,2010-02-21,14:09:40.130000
M,35,0587,25,2010-02-21,13:41:53.400000,34,2010-02-21,13:48:06.957000
M,59,0194,30,2010-02-21,13:50:15.580000,5,2010-02-21,14:00:03.577000
M,53,0476,17,2010-02-21,13:52:04.480000,17,2010-02-21,14:10:25.210000
F,37,0534,11,2010-02-21,13:57:42.807000,18,2010-02-21,14:22:26.527000
M,31,0327,11,2010-02-21,13:58:08.963000,18,2010-02-21,14:22:37.243000
M,34,0035,85,2010-02-21,14:03:57.590000,23,2010-02-21,14:30:46.390000
M,75,0570,85,2010-02-21,14:04:27.450000,23,2010-02-21,14:30:48.250000
M,43,0052,85,2010-02-21,14:15:11.003000,85,2010-02-21,14:21:58.603000
M,75,0061,23,2010-02-21,14:43:16.323000,23,2010-02-21,15:10:51.877000
M,34,0600,23,2010-02-21,14:43:29.730000,23,2010-02-21,15:10:11.687000
F,27,0046,85,2010-02-21,14:49:16.467000,8,2010-02-21,15:08:55.940000
M,28,0603,85,2010-02-21,14:49:28.390000,8,2010-02-21,15:08:49.847000
F,35,0228,85,2010-02-21,15:05:54.527000,18,2010-02-21,15:36:00.143000
M,31,0504,11,2010-02-21,15:32:26.633000,11,2010-02-21,15:39:39.573000
F,37,0580,25,2010-02-21,15:33:51.330000,6,2010-02-21,15:48:05.247000
M,31,0503,25,2010-02-21,15:34:03.767000,6,2010-02-21,15:47:39.107000
F,28,0242,19,2010-02-21,15:34:34.223000,74,2010-02-21,16:02:24.133000
F,35,0773,24,2010-02-21,15:50:28.863000,21,2010-02-21,16:03:48.003000
F,37,0797,6,2010-02-21,16:16:43.880000,6,2010-02-21,16:20:07.130000
M,31,0477,6,2010-02-21,16:17:22.160000,11,2010-02-21,16:28:11.497000
F,37,0512,6,2010-02-21,16:22:26.743000,11,2010-02-21,16:27:55.373000
F,45,0802,11,2010-02-21,16:28:47.217000,11,2010-02-21,16:35:29.047000
M,28,0134,63,2010-02-21,16:31:08.300000,63,2010-02-21,16:57:47.520000
F,35,0237,21,2010-02-21,16:37:56.770000,26,2010-02-21,17:05:30.853000
F,37,0926,11,2010-02-21,17:16:38.670000,12,2010-02-21,17:20:30.213000
M,31,0392,11,2010-02-21,17:16:48.327000,12,2010-02-21,17:20:40.400000
M,45,0055,6,2010-02-21,17:26:00.163000,27,2010-02-21,17:30:52.297000
M,28,0099,6,2010-02-21,17:26:12.367000,27,2010-02-21,17:30:58.420000
F,35,0236,27,2010-02-21,17:41:16.023000,85,2010-02-21,18:06:53.470000
M,31,0342,12,2010-02-21,18:16:57.263000,11,2010-02-21,18:24:08.283000
F,37,0367,12,2010-02-21,18:17:26.890000,11,2010-02-21,18:24:43.957000
M,45,0222,27,2010-02-21,18:32:00.657000,27,2010-02-21,18:35:24.790000
M,28,0277,27,2010-02-21,18:32:22.690000,6,2010-02-21,18:45:01.483000
M,45,0495,27,2010-02-21,18:35:50.277000,5,2010-02-21,18:41:43.297000
M,35,0207,78,2010-02-21,19:24:34.440000,66,2010-02-21,19:38:32.420000
M,25,0547,5,2010-02-21,20:53:40.243000,78,2010-02-21,21:22:21.280000
M,28,0408,8,2010-02-21,21:18:54.933000,6,2010-02-21,21:22:41.560000
M,25,0122,78,2010-02-21,21:35:12.320000,63,2010-02-21,21:44:26.157000
M,28,0388,6,2010-02-21,21:40:45.827000,8,2010-02-21,21:48:06
M,43,0484,75,2010-02-21,21:49:07.067000,75,2010-02-21,21:58:24.603000
M,36,0715,26,2010-02-21,22:33:05.897000,76,2010-02-21,22:43:15.673000
M,59,0531,5,2010-02-22,07:05:40.680000,24,2010-02-22,07:17:00.880000
M,59,0043,85,2010-02-22,07:13:15.320000,15,2010-02-22,07:20:07.070000
M,59,0471,18,2010-02-22,07:29:26.250000,5,2010-02-22,07:35:48.903000
M,28,0700,66,2010-02-22,07:40:22.040000,44,2010-02-22,07:46:08.747000
M,27,0942,34,2010-02-22,08:11:45.407000,17,2010-02-22,08:16:24.390000
M,31,0039,30,2010-02-22,08:50:09.670000,27,2010-02-22,08:53:41.020000
M,32,0521,74,2010-02-22,09:10:27.403000,13,2010-02-22,09:22:40.323000
M,31,0500,34,2010-02-22,09:38:14.193000,19,2010-02-22,09:46:20.057000
M,46,0004,20,2010-02-22,10:07:07.573000,17,2010-02-22,10:12:34.577000
M,38,0834,85,2010-02-22,10:30:22.937000,11,2010-02-22,10:39:23.780000
M,55,0359,85,2010-02-22,10:36:40.160000,18,2010-02-22,10:45:43.650000
M,38,0802,11,2010-02-22,10:50:11.947000,6,2010-02-22,11:15:17.550000
M,48,0425,12,2010-02-22,11:04:20.807000,20,2010-02-22,11:15:02.630000
M,21,0872,21,2010-02-22,11:21:47.320000,24,2010-02-22,11:53:04.453000
M,48,0753,19,2010-02-22,11:28:18.793000,76,2010-02-22,11:51:39.530000
M,38,0329,6,2010-02-22,11:36:46.913000,5,2010-02-22,11:58:28.010000
M,43,0502,26,2010-02-22,11:43:41.350000,44,2010-02-22,11:58:01.710000
M,43,0783,44,2010-02-22,12:10:39.263000,83,2010-02-22,12:23:10.757000
M,32,0848,14,2010-02-22,12:11:19.827000,83,2010-02-22,12:26:09.180000
M,38,0826,5,2010-02-22,12:14:54.720000,5,2010-02-22,12:30:24.257000
M,34,509,7,2010-02-22,12:25:31.027000,13,2010-02-22,12:29:13.840000
M,21,0864,23,2010-02-22,12:31:30.837000,27,2010-02-22,12:43:44.083000
M,59,0248,5,2010-02-22,12:45:04.837000,5,2010-02-22,12:48:09.383000
M,59,0670,5,2010-02-22,12:49:25.010000,85,2010-02-22,13:00:20.473000
M,34,0068,7,2010-02-22,12:52:13.430000,17,2010-02-22,13:03:14.220000
M,59,0052,85,2010-02-22,13:10:57.073000,85,2010-02-22,13:35:17.077000
M,34,0234,15,2010-02-22,13:21:15.643000,6,2010-02-22,13:29:03.760000
M,28,0545,8,2010-02-22,13:24:36.147000,8,2010-02-22,13:37:38.297000
M,34,0580,6,2010-02-22,13:39:35.923000,11,2010-02-22,13:47:50.210000
M,38,0378,8,2010-02-22,13:43:29.863000,7,2010-02-22,13:47:37.117000
M,51,0638,18,2010-02-22,13:46:34.790000,31,2010-02-22,13:51:46.480000
M,74,0921,34,2010-02-22,13:50:09.540000,26,2010-02-22,13:59:13.653000
M,39,0236,85,2010-02-22,13:51:40.433000,18,2010-02-22,13:59:03.360000
M,38,0857,7,2010-02-22,13:59:46.670000,37,2010-02-22,14:21:42.050000
M,59,0670,85,2010-02-22,14:01:18.503000,5,2010-02-22,14:13:27.967000
M,34,0342,11,2010-02-22,14:04:34.663000,16,2010-02-22,14:14:08.827000
M,61,0239,17,2010-02-22,14:07:17.107000,56,2010-02-22,14:18:35.313000
M,48,0034,63,2010-02-22,14:07:17.810000,5,2010-02-22,14:26:25.840000
M,61,0052,85,2010-02-22,14:17:19.110000,85,2010-02-22,14:37:29.280000
M,34,0775,24,2010-02-22,14:24:36.210000,7,2010-02-22,14:29:59.943000
M,45,0495,5,2010-02-22,14:24:44.290000,6,2010-02-22,14:49:53.023000
