Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
F,33,0719,20,2010-03-01,09:13:00.977000,17,2010-03-01,09:18:12.237000
M,25,0294,20,2010-03-01,09:15:27.857000,13,2010-03-01,09:23:19.333000
M,27,0777,34,2010-03-01,09:16:16.173000,11,2010-03-01,09:24:17.487000
M,37,0079,34,2010-03-01,09:16:43.187000,24,2010-03-01,21:19:13.033000
M,31,0419,31,2010-03-01,09:19:06.237000,19,2010-03-01,09:22:19.053000
M,24,0500,34,2010-03-01,09:23:33.927000,17,2010-03-01,09:28:12.213000
M,28,0619,20,2010-03-01,09:24:09.927000,13,2010-03-01,09:39:09.253000
M,31,0004,19,2010-03-01,09:24:37.867000,20,2010-03-01,09:25:43.220000
M,31,0178,20,2010-03-01,09:27:14.930000,19,2010-03-01,09:28:35.650000
M,52,0176,19,2010-03-01,09:36:34,24,2010-03-01,09:41:07.223000
M,28,0101,6,2010-03-01,09:38:47.450000,20,2010-03-01,09:42:42.360000
M,25,0728,22,2010-03-01,10:02:08.863000,14,2010-03-01,10:27:21.963000
M,46,0638,31,2010-03-01,10:03:06.473000,17,2010-03-01,10:09:08.057000
F,30,0689,66,2010-03-01,10:05:21.100000,49,2010-03-01,10:10:22.043000
M,30,0290,34,2010-03-01,10:09:36.870000,24,2010-03-01,10:14:40.623000
M,42,0001,52,2010-03-01,10:23:14.717000,52,2010-03-01,10:25:41.317000
M,42,0258,52,2010-03-01,10:26:04.833000,52,2010-03-01,10:34:16.570000
M,30,0470,15,2010-03-01,10:27:22.023000,6,2010-03-01,10:41:39.010000
M,26,0550,11,2010-03-01,10:41:54.573000,45,2010-03-01,10:55:04.623000
M,54,0354,19,2010-03-01,11:03:33.770000,13,2010-03-01,11:13:27.120000
M,34,0102,46,2010-03-01,11:19:23.487000,39,2010-03-01,11:24:50.460000
M,28,0168,79,2010-03-01,11:19:28.110000,49,2010-03-01,11:26:18.393000
M,26,0834,45,2010-03-01,11:21:18.940000,45,2010-03-01,11:24:42.333000
F,30,0327,49,2010-03-01,11:23:57.653000,66,2010-03-01,11:28:11.947000
M,26,0787,45,2010-03-01,11:25:15.443000,11,2010-03-01,11:42:38.447000
M,69,0534,49,2010-03-01,11:29:09.447000,83,2010-03-01,11:45:13.600000
M,54,0726,13,2010-03-01,11:36:38.297000,20,2010-03-01,11:49:21.730000
M,56,0649,4,2010-03-01,11:52:41.073000,27,2010-03-01,12:06:26.867000
M,38,0662,74,2010-03-01,11:59:22.237000,74,2010-03-01,12:02:11.003000
M,38,0020,74,2010-03-01,12:02:21.270000,2,2010-03-01,12:15:05.257000
M,38,0663,85,2010-03-01,12:15:23.030000,20,2010-03-01,12:33:03.017000
F,30,0071,66,2010-03-01,12:30:25.463000,19,2010-03-01,12:50:18.523000
M,38,0293,26,2010-03-01,12:44:36.527000,23,2010-03-01,12:49:32.820000
M,38,0570,23,2010-03-01,12:49:37.400000,21,2010-03-01,12:57:47.953000
M,58,0469,85,2010-03-01,13:03:18.237000,13,2010-03-01,13:19:21.810000
F,30,0436,26,2010-03-01,13:03:59.307000,66,2010-03-01,13:24:16.510000
M,28,0506,4,2010-03-01,13:39:31.983000,10,2010-03-01,13:44:16.370000
M,69,0744,83,2010-03-01,13:49:14.787000,60,2010-03-01,13:59:41.123000
M,28,0349,10,2010-03-01,13:51:13.620000,4,2010-03-01,14:01:20.500000
M,45,0395,5,2010-03-01,14:02:21.240000,19,2010-03-01,14:09:08.053000
M,31,0569,19,2010-03-01,14:10:05.273000,31,2010-03-01,14:14:11.853000
M,40,0786,17,2010-03-01,14:11:13.853000,85,2010-03-01,14:21:13.877000
F,35,0560,17,2010-03-01,14:11:28.400000,85,2010-03-01,14:21:23.297000
M,33,0589,17,2010-03-01,14:11:42.667000,85,2010-03-01,14:21:40.580000
M,24,0521,17,2010-03-01,14:11:55.510000,85,2010-03-01,14:21:20.923000
M,53,0639,17,2010-03-01,14:12:08.463000,85,2010-03-01,14:21:29.157000
M,40,0580,18,2010-03-01,14:15:03.550000,10,2010-03-01,14:30:33.803000
F,32,0519,56,2010-03-01,14:27:50.910000,75,2010-03-01,14:39:21.713000
M,53,0034,12,2010-03-01,14:30:22.333000,12,2010-03-01,14:33:44.310000
M,42,0832,75,2010-03-01,14:51:10.133000,79,2010-03-01,14:57:23.037000
M,42,0815,23,2010-03-01,14:51:29.803000,26,2010-03-01,14:56:27.097000
F,24,0704,85,2010-03-01,14:56:02.543000,20,2010-03-01,15:03:34.943000
M,51,0312,18,2010-03-01,14:59:07.837000,31,2010-03-01,15:02:49.440000
M,46,0673,19,2010-03-01,15:02:10.330000,19,2010-03-01,15:07:33.597000
F,35,0324,85,2010-03-01,15:04:56.863000,9,2010-03-01,15:17:21.653000
M,40,0876,85,2010-03-01,15:05:14.220000,9,2010-03-01,15:17:17.967000
M,24,0339,85,2010-03-01,15:05:26.050000,9,2010-03-01,15:17:31.513000
M,33,0420,85,2010-03-01,15:05:38.533000,9,2010-03-01,15:17:39.013000
M,53,0148,85,2010-03-01,15:05:53.503000,9,2010-03-01,15:17:43.700000
M,29,0879,85,2010-03-01,15:08:38.863000,85,2010-03-01,15:13:03.117000
M,32,0490,46,2010-03-01,15:10:05.143000,46,2010-03-01,15:37:02.863000
M,51,0556,31,2010-03-01,15:21:16.297000,18,2010-03-01,15:25:39.650000
M,31,0859,7,2010-03-01,15:21:17.530000,2,2010-03-01,15:31:50.740000
M,46,0826,17,2010-03-01,15:23:27.753000,20,2010-03-01,15:46:30.680000
M,28,0218,16,2010-03-01,15:26:03.180000,85,2010-03-01,15:34:19.087000
F,27,0873,66,2010-03-01,15:26:18.753000,34,2010-03-01,15:44:43.563000
M,32,0836,44,2010-03-01,15:28:01.457000,50,2010-03-01,15:34:19.637000
M,48,0601,27,2010-03-01,15:34:52.777000,2,2010-03-01,15:45:09.490000
M,25,0526,42,2010-03-01,15:35:01.140000,18,2010-03-01,15:43:35.207000
M,38,0560,85,2010-03-01,15:35:07.323000,4,2010-03-01,15:41:51.687000
M,40,0157,24,2010-03-01,15:36:34.307000,34,2010-03-01,15:42:55.970000
M,34,0639,85,2010-03-01,15:37:23.963000,3,2010-03-01,15:43:21.047000
M,37,0589,85,2010-03-01,15:39:39.810000,20,2010-03-01,15:48:37.203000
M,31,0121,2,2010-03-01,15:44:37.270000,8,2010-03-01,15:49:18.610000
M,28,0786,85,2010-03-01,15:47:12.253000,6,2010-03-01,15:51:33.583000
M,42,0677,20,2010-03-01,15:50:50.927000,15,2010-03-01,16:01:24.797000
F,33,0191,24,2010-03-01,16:00:58.733000,27,2010-03-01,16:07:55.037000
M,25,0480,18,2010-03-01,16:06:25.213000,42,2010-03-01,16:13:42.540000
M,28,0521,85,2010-03-01,16:09:05.113000,4,2010-03-01,16:19:27.430000
M,40,0605,34,2010-03-01,16:10:57.477000,16,2010-03-01,16:14:33.680000
M,46,0533,31,2010-03-01,16:16:24.797000,17,2010-03-01,16:21:26.230000
M,44,0218,85,2010-03-01,16:18:11.387000,16,2010-03-01,16:31:17.070000
M,31,0417,18,2010-03-01,16:22:01.920000,13,2010-03-01,16:28:43.653000
M,29,0393,85,2010-03-01,16:51:32.680000,3,2010-03-01,16:57:57.030000
M,64,0879,85,2010-03-01,16:57:09.673000,17,2010-03-01,17:15:56
M,56,0717,85,2010-03-01,16:57:26.007000,17,2010-03-01,17:15:58
M,44,990002,16,2010-03-01,16:59:55.860000,13,2010-03-01,17:05:34.393000
M,21,0615,85,2010-03-01,17:01:55.933000,27,2010-03-01,17:11:46.003000
M,19,0435,22,2010-03-01,17:33:29.037000,4,2010-03-01,17:41:25.353000
M,34,0618,20,2010-03-01,17:35:54.917000,13,2010-03-01,17:47:08.943000
M,27,0865,17,2010-03-01,17:42:05.260000,34,2010-03-01,17:46:07.307000
M,21,0783,27,2010-03-01,17:46:45.363000,75,2010-03-01,18:06:35.143000
M,51,0287,10,2010-03-01,17:48:08.527000,31,2010-03-01,17:51:56.610000
M,45,0584,6,2010-03-01,17:48:43.167000,27,2010-03-01,17:54:55.540000
M,28,0669,6,2010-03-01,17:49:04.387000,27,2010-03-01,17:54:48.807000
M,31,0545,21,2010-03-01,18:06:02.663000,83,2010-03-01,18:16:15.890000
M,34,0421,3,2010-03-01,18:11:42.483000,34,2010-03-01,18:17:20.657000
M,31,0303,27,2010-03-01,18:20:48.333000,21,2010-03-01,18:30:39.590000
F,51,0103,16,2010-03-01,18:27:00.400000,13,2010-03-01,18:32:04.957000
M,42,0720,14,2010-03-01,18:31:26.090000,30,2010-03-01,18:40:43.753000
M,32,0706,19,2010-03-01,18:34:09.010000,24,2010-03-01,18:41:21.723000
M,64,0415,43,2010-03-01,18:39:17.253000,74,2010-03-01,19:03:18.567000
M,56,0188,43,2010-03-01,18:39:39.393000,74,2010-03-01,19:03:53.333000
M,25,0740,22,2010-03-01,18:42:27.423000,3,2010-03-01,18:55:26.927000
F,30,0938,49,2010-03-01,18:44:46.893000,66,2010-03-01,18:49:49.650000
M,45,0044,27,2010-03-01,18:46:34.270000,6,2010-03-01,18:52:39.920000
M,28,0371,27,2010-03-01,18:46:50.850000,6,2010-03-01,18:52:48.420000
M,47,0050,74,2010-03-01,18:48:26.417000,63,2010-03-01,18:57:45.213000
M,19,0209,21,2010-03-01,18:54:02.513000,31,2010-03-01,19:06:59.330000
M,32,0622,26,2010-03-01,18:59:41.203000,19,2010-03-01,19:06:03.947000
M,33,0394,17,2010-03-01,19:03:03.243000,34,2010-03-01,19:08:42.480000
M,40,0015,17,2010-03-01,19:03:15.697000,34,2010-03-01,19:08:33.150000
M,44,0334,21,2010-03-01,19:06:49.587000,84,2010-03-01,19:27:15.987000
M,29,0700,44,2010-03-01,19:12:56.780000,46,2010-03-01,19:15:56.023000
M,32,0628,46,2010-03-01,19:14:55.177000,84,2010-03-01,19:31:18.230000
M,53,0922,23,2010-03-01,19:21:30.533000,85,2010-03-01,19:34:29.547000
M,42,0788,17,2010-03-01,19:24:54.557000,7,2010-03-01,19:36:06.970000
M,48,0691,11,2010-03-01,19:27:38.800000,2,2010-03-01,19:38:19.963000
F,26,0009,21,2010-03-01,19:37:02.267000,31,2010-03-01,19:57:50.930000
M,29,0762,45,2010-03-01,19:45:46.087000,20,2010-03-01,20:04:56.427000
M,31,0052,30,2010-03-01,19:57:53.773000,39,2010-03-01,20:03:57.397000
F,31,0008,15,2010-03-01,20:00:20.017000,20,2010-03-01,20:13:09.683000
M,56,0187,4,2010-03-01,20:07:14.593000,25,2010-03-01,20:15:18.033000
M,54,0718,20,2010-03-01,20:08:43.743000,11,2010-03-01,20:11:52.277000
F,33,0636,23,2010-03-01,20:12:00.713000,3,2010-03-01,20:24:42.960000
M,47,0264,50,2010-03-01,20:15:21.643000,80,2010-03-01,20:26:27.263000
M,46,0505,17,2010-03-01,20:23:06.520000,31,2010-03-01,20:30:12.413000
F,51,0674,13,2010-03-01,20:29:24.287000,20,2010-03-01,20:42:25.847000
F,33,0511,17,2010-03-01,20:53:08.183000,20,2010-03-01,20:58:57.470000
M,25,0719,17,2010-03-01,21:09:14.173000,85,2010-03-01,21:18:27.867000
M,19,0412,4,2010-03-01,21:11:17.570000,4,2010-03-01,21:50:39.300000
M,37,0707,24,2010-03-01,21:34:04.433000,34,2010-03-01,21:39:32.390000
M,29,0451,19,2010-03-01,21:50:04.773000,85,2010-03-01,21:53:35.213000
M,31,0557,42,2010-03-01,22:01:58.330000,26,2010-03-01,22:10:23.550000
M,59,0120,12,2010-03-02,07:05:05.833000,8,2010-03-02,07:14:55.510000
F,32,0484,75,2010-03-02,07:48:19.620000,56,2010-03-02,07:58:23.347000
M,32,0237,26,2010-03-02,07:49:07.107000,46,2010-03-02,07:59:27.463000
M,64,0248,13,2010-03-02,07:57:14.547000,21,2010-03-02,08:23:34.340000
M,41,0084,27,2010-03-02,08:03:53.560000,3,2010-03-02,08:07:45.523000
M,62,0070,7,2010-03-02,08:09:52.013000,31,2010-03-02,08:24:58.343000
M,31,0650,30,2010-03-02,08:10:47.763000,39,2010-03-02,08:18:19.360000
M,24,0487,34,2010-03-02,08:11:00.983000,6,2010-03-02,08:20:32.303000
M,43,0400,50,2010-03-02,08:17:03.687000,16,2010-03-02,08:37:06.960000
M,43,0161,9,2010-03-02,08:19:17.377000,26,2010-03-02,08:23:54.467000
M,25,0797,3,2010-03-02,08:19:48.380000,14,2010-03-02,08:27:09.390000
M,59,0020,2,2010-03-02,08:22:22.043000,17,2010-03-02,08:39:15.470000
M,33,0737,34,2010-03-02,08:24:50.640000,25,2010-03-02,08:28:47.773000
M,33,0051,25,2010-03-02,08:29:01.213000,17,2010-03-02,08:31:56.690000
M,33,0196,34,2010-03-02,08:29:41.137000,17,2010-03-02,08:36:09.697000
M,53,0385,27,2010-03-02,08:29:59.127000,24,2010-03-02,08:35:16.367000
M,29,0745,85,2010-03-02,08:32:34.880000,32,2010-03-02,10:46:25.420000
F,26,0564,34,2010-03-02,08:33:33.020000,6,2010-03-02,08:42:39.917000
M,47,0613,34,2010-03-02,08:35:01.947000,3,2010-03-02,08:41:52.447000
M,25,0285,85,2010-03-02,08:40:05.667000,17,2010-03-02,08:45:57.563000
M,35,0337,79,2010-03-02,08:46:00.033000,13,2010-03-02,09:00:38.223000
M,29,0137,79,2010-03-02,08:48:36.803000,42,2010-03-02,08:58:13.477000
M,32,0444,84,2010-03-02,08:49:28.140000,46,2010-03-02,09:02:04.433000
M,23,0368,82,2010-03-02,08:50:23.980000,59,2010-03-02,08:58:50.430000
F,51,0019,31,2010-03-02,08:53:10.783000,17,2010-03-02,08:58:38
M,27,0932,35,2010-03-02,08:53:35.677000,11,2010-03-02,09:00:58.167000
M,46,0875,31,2010-03-02,09:00:43.240000,17,2010-03-02,09:06:01.347000
M,39,0477,11,2010-03-02,09:02:05.933000,9,2010-03-02,09:06:28.127000
M,29,0860,19,2010-03-02,09:04:08.903000,3,2010-03-02,09:08:47.367000
M,26,0118,11,2010-03-02,09:12:31.410000,46,2010-03-02,09:25:23.480000
F,33,0231,20,2010-03-02,09:12:37.317000,17,2010-03-02,09:17:50.653000
M,24,0587,34,2010-03-02,09:13:28.333000,17,2010-03-02,09:18:41.937000
M,34,0489,83,2010-03-02,09:13:29.127000,7,2010-03-02,09:36:54.337000
M,40,0913,56,2010-03-02,09:19:51.610000,17,2010-03-02,09:29:04.883000
M,37,0914,35,2010-03-02,09:22:26.167000,24,2010-03-02,09:28:24.473000
M,31,0169,31,2010-03-02,09:25:26.093000,19,2010-03-02,09:29:50.313000
F,33,77,78,2010-03-02,09:32:39.233000,21,2010-03-02,09:50:39.797000
M,57,0174,46,2010-03-02,09:46:19.747000,66,2010-03-02,09:58:28.727000
M,44,0024,45,2010-03-02,10:16:05.303000,17,2010-03-02,10:25:01.823000
M,27,0531,24,2010-03-02,10:57:06.070000,85,2010-03-02,11:06:15.687000
M,34,0471,7,2010-03-02,11:16:49.677000,66,2010-03-02,11:29:07.910000
M,27,0309,79,2010-03-02,11:30:12.693000,17,2010-03-02,11:44:35.867000
M,27,0261,85,2010-03-02,11:39:06.637000,20,2010-03-02,11:43:07.640000
M,29,0929,3,2010-03-02,11:42:14.953000,19,2010-03-02,11:46:07.877000
M,42,0094,85,2010-03-02,11:44:05.173000,27,2010-03-02,11:54:06.430000
M,51,0612,31,2010-03-02,11:47:31.123000,18,2010-03-02,11:53:10.607000
M,74,0573,8,2010-03-02,11:49:28.270000,26,2010-03-02,11:56:16.993000
M,59,0859,2,2010-03-02,11:52:27.523000,3,2010-03-02,12:00:30.480000
M,48,0601,2,2010-03-02,11:56:39.087000,6,2010-03-02,12:01:31.063000
M,29,0178,19,2010-03-02,12:03:55.420000,3,2010-03-02,12:07:25.847000
M,34,0616,66,2010-03-02,12:05:47.017000,50,2010-03-02,12:17:31.120000
M,32,0922,85,2010-03-02,12:12:16.007000,5,2010-03-02,12:28:06.857000
M,25,0835,84,2010-03-02,12:21:40.107000,26,2010-03-02,12:48:25.113000
M,34,0149,54,2010-03-02,12:28:13.357000,50,2010-03-02,12:46:08.923000
M,25,0473,22,2010-03-02,12:38:16.787000,7,2010-03-02,12:48:09.240000
M,69,611,49,2010-03-02,12:38:53.683000,83,2010-03-02,12:53:06.743000
M,25,0516,42,2010-03-02,12:45:26.187000,18,2010-03-02,12:54:38.760000
F,30,0257,20,2010-03-02,13:00:09.027000,14,2010-03-02,13:10:33.707000
M,21,0315,20,2010-03-02,13:18:01.010000,26,2010-03-02,13:35:42.087000
M,32,0719,85,2010-03-02,13:22:39.670000,13,2010-03-02,13:35:11.733000
M,32,0653,13,2010-03-02,13:30:55.350000,79,2010-03-02,13:44:02.660000
M,64,0715,76,2010-03-02,13:36:05.173000,44,2010-03-02,13:48:18.127000
M,39,0396,54,2010-03-02,13:36:08.907000,71,2010-03-02,13:47:44.377000
M,42,0931,31,2010-03-02,13:50:21.677000,46,2010-03-02,14:02:53.623000
M,53,0742,22,2010-03-02,13:51:21.113000,23,2010-03-02,14:08:51.687000
M,31,0071,19,2010-03-02,14:05:32.420000,31,2010-03-02,14:09:53.253000
M,34,0574,54,2010-03-02,14:06:46.977000,13,2010-03-02,14:20:23.870000
M,74,0908,26,2010-03-02,14:09:43.050000,15,2010-03-02,14:15:46.727000
M,64,0820,44,2010-03-02,14:10:52.613000,46,2010-03-02,14:16:53.430000
F,32,0924,56,2010-03-02,14:20:18.243000,75,2010-03-02,14:31:43.067000
M,35,0099,13,2010-03-02,14:25:10.253000,47,2010-03-02,14:32:58.833000
M,40,0501,18,2010-03-02,14:25:11.600000,10,2010-03-02,14:48:43.893000
M,61,0486,85,2010-03-02,14:33:45.460000,85,2010-03-02,14:48:34.190000
M,65,0673,19,2010-03-02,14:48:00.017000,19,2010-03-02,14:51:59.927000
M,59,0531,85,2010-03-02,14:48:43.393000,2,2010-03-02,15:41:45.713000
M,47,0639,3,2010-03-02,14:48:49.643000,85,2010-03-02,14:51:27.677000
M,32,0028,82,2010-03-02,14:51:19.067000,23,2010-03-02,15:37:01.693000
M,28,0135,10,2010-03-02,14:58:13.493000,19,2010-03-02,15:02:58.120000
M,45,0060,10,2010-03-02,14:58:41.917000,19,2010-03-02,15:03:40.310000
M,32,0039,21,2010-03-02,14:59:46.353000,63,2010-03-02,15:06:39.703000
M,23,0622,19,2010-03-02,15:01:22.323000,46,2010-03-02,15:13:35.397000
M,47,0502,85,2010-03-02,15:12:16.003000,3,2010-03-02,15:15:58.630000
M,24,0642,6,2010-03-02,15:20:42.460000,34,2010-03-02,15:35:37.257000
M,45,0936,31,2010-03-02,15:20:54.150000,5,2010-03-02,15:28:22.447000
F,26,0492,6,2010-03-02,15:20:55.133000,34,2010-03-02,15:35:53.083000
M,28,0538,31,2010-03-02,15:21:08.293000,5,2010-03-02,15:28:25.980000
M,32,0782,46,2010-03-02,15:22:12.730000,46,2010-03-02,15:49:50.970000
M,29,0459,75,2010-03-02,15:25:31.547000,68,2010-03-02,15:30:12.377000
M,51,0536,10,2010-03-02,15:26:23.217000,31,2010-03-02,15:32:22.690000
M,25,0821,27,2010-03-02,15:27:27.750000,42,2010-03-02,15:42:40.370000
M,32,0217,15,2010-03-02,15:29:34.643000,76,2010-03-02,15:44:45.297000
M,66,0288,25,2010-03-02,15:29:40.267000,20,2010-03-02,15:45:27.707000
M,31,0810,85,2010-03-02,15:33:46.427000,48,2010-03-02,15:47:26.727000
M,40,0942,15,2010-03-02,15:36:55.587000,16,2010-03-02,15:41:47.043000
M,28,0478,83,2010-03-02,15:37:04.483000,25,2010-03-02,15:53:06.020000
M,32,0348,20,2010-03-02,15:38:33.940000,13,2010-03-02,15:52:08.830000
M,32,0249,54,2010-03-02,15:38:44.080000,54,2010-03-02,16:00:03.630000
M,26,0591,49,2010-03-02,15:38:47.673000,22,2010-03-02,15:47:57.180000
F,26,0726,20,2010-03-02,15:38:47.923000,13,2010-03-02,15:52:29.130000
M,25,0663,20,2010-03-02,15:39:00.940000,13,2010-03-02,15:51:54.613000
M,34,0631,27,2010-03-02,15:46:37.077000,3,2010-03-02,15:54:24.443000
M,44,0500,17,2010-03-02,15:51:42.297000,46,2010-03-02,15:58:08.070000
M,26,0108,46,2010-03-02,15:53:45.097000,46,2010-03-02,15:57:11.960000
M,39,0126,59,2010-03-02,15:55:56.150000,63,2010-03-02,16:10:05.533000
M,51,0329,31,2010-03-02,15:57:10.117000,18,2010-03-02,16:02:52.573000
M,40,0925,74,2010-03-02,15:57:29.193000,76,2010-03-02,16:13:30.957000
F,51,0578,13,2010-03-02,15:57:39.993000,16,2010-03-02,16:02:40.840000
M,26,0699,46,2010-03-02,15:58:00.947000,46,2010-03-02,16:01:28.650000
M,29,0056,74,2010-03-02,16:00:58.760000,74,2010-03-02,16:20:49.120000
M,26,0171,46,2010-03-02,16:02:26.527000,46,2010-03-02,16:19:20.087000
M,48,0066,11,2010-03-02,16:04:49.717000,2,2010-03-02,16:58:57.813000
M,52,0078,59,2010-03-02,16:06:21.190000,37,2010-03-02,16:12:04.110000
M,32,0216,63,2010-03-02,16:10:21.157000,21,2010-03-02,16:19:31.510000
M,28,0670,30,2010-03-02,16:14:57.410000,80,2010-03-02,16:38:39.517000
M,19,0851,31,2010-03-02,16:16:16.973000,4,2010-03-02,16:23:51.620000
M,42,0271,46,2010-03-02,16:17:22.477000,27,2010-03-02,16:26:20.530000
M,31,0362,39,2010-03-02,16:24:32.420000,85,2010-03-02,16:35:25.287000
M,26,0301,45,2010-03-02,16:29:34.017000,11,2010-03-02,16:42:13.353000
M,35,0296,47,2010-03-02,16:30:23.887000,13,2010-03-02,16:39:50.743000
M,42,0392,17,2010-03-02,16:31:50.847000,13,2010-03-02,16:38:12.133000
M,29,0242,74,2010-03-02,16:35:47.210000,76,2010-03-02,17:07:04.923000
M,19,0377,8,2010-03-02,16:47:37.357000,27,2010-03-02,16:54:35.973000
M,44,0160,46,2010-03-02,16:49:11.173000,17,2010-03-02,16:57:48.943000
M,21,0460,26,2010-03-02,16:49:44.220000,76,2010-03-02,17:24:03.010000
M,29,0268,75,2010-03-02,16:55:18.537000,79,2010-03-02,18:03:07.167000
F,45,0353,21,2010-03-02,17:03:52.230000,27,2010-03-02,17:16:54.223000
M,32,0407,13,2010-03-02,17:14:47.333000,19,2010-03-02,17:23:07.057000
M,49,0607,83,2010-03-02,17:30:07.290000,78,2010-03-02,19:05:04.667000
M,30,0234,85,2010-03-02,17:31:03.330000,19,2010-03-02,17:36:18.180000
M,19,0169,19,2010-03-02,17:31:25.060000,83,2010-03-02,17:53:59.643000
F,30,0639,85,2010-03-02,17:41:22.400000,12,2010-03-02,17:48:45.453000
M,61,0918,56,2010-03-02,17:42:02.897000,83,2010-03-02,17:53:47.690000
F,30,0735,18,2010-03-02,18:01:24.690000,7,2010-03-02,18:23:01.960000
M,34,0860,3,2010-03-02,18:07:02.813000,84,2010-03-02,18:31:57.593000
M,27,0011,3,2010-03-02,18:07:51.877000,59,2010-03-02,18:29:19.910000
M,32,509,21,2010-03-02,18:10:28.593000,63,2010-03-02,18:20:38.180000
F,30,0025,18,2010-03-02,18:12:47.107000,85,2010-03-02,18:22:51.290000
M,27,0846,17,2010-03-02,18:14:06.143000,34,2010-03-02,18:18:43.583000
M,38,0919,2,2010-03-02,18:14:09.343000,35,2010-03-02,18:26:53.480000
M,31,0749,27,2010-03-02,18:21:33.150000,21,2010-03-02,18:33:05.423000
M,36,0562,84,2010-03-02,18:24:28.197000,15,2010-03-02,18:41:53.627000
M,52,0837,37,2010-03-02,18:27:30.907000,85,2010-03-02,18:41:33.757000
M,30,0911,79,2010-03-02,18:31:32.517000,79,2010-03-02,18:54:19.207000
F,51,0879,17,2010-03-02,18:35:16.473000,31,2010-03-02,18:42:38.990000
F,35,0883,84,2010-03-02,18:36:51.067000,6,2010-03-02,18:58:35.210000
F,33,0741,22,2010-03-02,18:43:46.323000,78,2010-03-02,19:05:04.650000
M,43,0345,9,2010-03-02,18:44:46.540000,3,2010-03-02,18:51:26.197000
M,46,0532,76,2010-03-02,18:47:11.077000,60,2010-03-02,18:58:32.777000
M,29,0016,14,2010-03-02,18:52:42.143000,32,2010-03-02,19:04:23.007000
M,46,0634,60,2010-03-02,19:11:09.663000,76,2010-03-02,19:22:54.723000
M,33,0717,17,2010-03-02,19:13:25.720000,34,2010-03-02,19:17:34.817000
M,39,0239,56,2010-03-02,19:18:03.710000,76,2010-03-02,19:40:20.573000
M,45,0451,85,2010-03-02,19:22:49.243000,27,2010-03-02,19:38:32.660000
M,54,0704,20,2010-03-02,19:27:23.310000,11,2010-03-02,19:39:33.100000
M,29,0389,32,2010-03-02,19:28:59.050000,7,2010-03-02,19:36:39.410000
M,29,0320,44,2010-03-02,19:31:09.227000,45,2010-03-02,19:38:06.100000
M,40,0051,17,2010-03-02,19:31:58.173000,34,2010-03-02,19:35:56.783000
M,32,0555,46,2010-03-02,19:34:43.267000,84,2010-03-02,19:51:53.890000
M,40,0517,34,2010-03-02,19:37:07.537000,35,2010-03-02,19:41:05.647000
M,43,0667,26,2010-03-02,19:40:32.680000,9,2010-03-02,19:46:07.353000
F,33,0809,15,2010-03-02,19:43:12.190000,3,2010-03-02,19:58:55.040000
M,61,0328,83,2010-03-02,19:43:16.377000,56,2010-03-02,19:54:42.060000
M,30,0748,27,2010-03-02,19:45:43.730000,55,2010-03-02,20:03:08.663000
